"","X.1","source","X","Y","TreeID99","Status99","Notes99","DBH99","TreeID13","Status13","Notes13","DBH13","uid","dbh.delta"
"709",709,"Caffey Hill",-41.4604566540969,50.8369013024373,223,"L",NA,10,223,"L",NA,16,718,6
"710",710,"Caffey Hill",117.672947869159,-125.31036405574,99,"L","Seam.",10,99,"L","Damage, large scar @ base and sap ""bubbles"" higher on bole",17,719,7
"711",711,"Caffey Hill",298.224353602844,119.140426087694,450,"L",NA,10,450,"L",NA,17,720,7
"712",712,"Caffey Hill",110.279342365184,118.259700014428,213,"L",NA,10,213,"L",NA,19,721,9
"713",713,"Caffey Hill",-12.0095677881242,87.681356522025,230,"L",NA,10,230,"L","Scar",19,722,9
"714",714,"Caffey Hill",249.328793079698,253.409729975169,466,"L",NA,10,466,"D",NA,NA,723,NA
"715",715,"Caffey Hill",46.0419295739694,-103.413638951086,199,"L",NA,10,199,"L","Scar",12,724,2
"716",716,"Caffey Hill",341.680290424191,149.706125660662,250,"L",NA,10,250,"L",NA,19,725,9
"717",717,"Caffey Hill",334.578040631189,144.764546037037,462,"L",NA,10,2119,"L","Previously tag #462",23,726,13
"718",718,"Caffey Hill",410.654520515156,205.257206475845,317,"L",NA,10,317,"D","Dead, broken",NA,727,NA
"719",719,"Caffey Hill",75.0550081177364,200.317048873209,110,"L",NA,10,110,"L","Scar",20,728,10
"720",720,"Caffey Hill",24.1581034659137,149.156280581577,122,"L",NA,10,122,"D",NA,NA,729,NA
"721",721,"Caffey Hill",697.679434539795,223.361025912693,400,"L",NA,10,400,"D",NA,NA,730,NA
"722",722,"Caffey Hill",324.945169633409,255.78619855934,474,"L",NA,11,474,"L",NA,18,731,7
"723",723,"Caffey Hill",195.644951487216,236.948907643604,420,"L",NA,11,2098,"L","Previously tag #420",18,732,7
"724",724,"Caffey Hill",519.032582893568,276.673811662865,74,"L",NA,11,74,"L",NA,20,733,9
"725",725,"Caffey Hill",556.394062752934,267.066875732112,57,"L",NA,11,2179,"L","Previously tag #57",23,734,12
"726",726,"Caffey Hill",516.838601874219,283.35745164041,72,"L",NA,11,72,"D",NA,NA,735,NA
"727",727,"Caffey Hill",202.30690053497,230.458082873194,464,"L",NA,11,464,"D","Not found in '13",NA,736,NA
"728",728,"Caffey Hill",659.487217225629,131.429704130778,338,"L","4' x4"" fire scar, upslope side. Heart rot.",11,338,"D","Dead, scarring",12,737,1
"729",729,"Caffey Hill",339.652556344362,244.08259039409,472,"L",NA,11,472,"L","Scar",18,739,7
"730",730,"Caffey Hill",53.9358592732169,-105.401532647584,196,"L",NA,11,196,"L",NA,12,740,1
"731",731,"Caffey Hill",87.1377507925969,-64.4792399676615,185,"L",NA,11,185,"L","Heavy damage; remeasure confirms DBH",13,741,2
"732",732,"Caffey Hill",49.9452029161173,161.346480301455,127,"L",NA,11,127,"L",NA,16,742,5
"733",733,"Caffey Hill",427.026547886408,132.592681919042,267,"L",NA,11,267,"L",NA,17,743,6
"734",734,"Caffey Hill",431.668259843578,143.120669824804,264,"L",NA,11,264,"L",NA,20,744,9
"735",735,"Caffey Hill",-66.347465296124,-45.940220382358,202,"L",NA,11,202,"L",NA,18,745,7
"736",736,"Caffey Hill",68.2106880017204,155.387876111143,216,"L",NA,11,216,"L",NA,20,746,9
"737",737,"Caffey Hill",-51.7007960373161,-44.7837882398066,203,"L",NA,11,203,"L",NA,22,747,11
"738",738,"Caffey Hill",585.5647906766,192.090643026457,485,"L",NA,12,485,"L","Same base as 484, base is scarred",16,748,4
"739",739,"Caffey Hill",563.30351042282,268.201105356207,80,"L",NA,12,80,"L","Scar",21,749,9
"740",740,"Caffey Hill",553.445187728487,213.048630492119,85,"L",NA,12,85,"L",NA,24,750,12
"741",741,"Caffey Hill",288.180126270111,201.892158663329,306,"L",NA,12,306,"D",NA,NA,751,NA
"742",742,"Caffey Hill",380.429694000906,327.896733151974,446,"L",NA,12,446,NA,NA,NA,752,NA
"743",743,"Caffey Hill",407.741826355559,155.991933359647,263,"L",NA,12,263,"L",NA,26,753,14
"744",744,"Caffey Hill",752.134601758256,221.309325569826,369,"L",NA,12,369,"L","Broken top w/ regrowth, almost in crown of 367",15,754,3
"745",745,"Caffey Hill",424.114839682215,139.382915293533,266,"L",NA,12,266,"L",NA,21,755,9
"746",746,"Caffey Hill",-51.141639203789,-66.8892572805938,204,"L",NA,12,204,"D",NA,NA,756,NA
"747",747,"Caffey Hill",40.0097262732866,158.116513380281,114,"L",NA,12,114,"L","Damage",15,757,3
"748",748,"Caffey Hill",156.192917847976,248.72862602759,426,"L",NA,12,426,"L",NA,22,758,10
"749",749,"Caffey Hill",53.7494067892308,187.445995608884,129,"L",NA,12,129,"L",NA,22,759,10
"750",750,"Caffey Hill",312.373356094929,202.54969641605,311,"L",NA,12,311,"D",NA,NA,760,NA
"751",751,"Caffey Hill",224.104304744951,264.833397576423,467,"L",NA,12,467,NA,NA,NA,761,NA
"752",752,"Caffey Hill",40.2051546129213,154.349588734635,109,"L",NA,13,109,"L",NA,18,762,5
"753",753,"Caffey Hill",465.500549991994,234.871095617512,451,"L",NA,13,2142,"L","Previously tag #451",23,763,10
"754",754,"Caffey Hill",343.469819407767,224.26756980912,413,"L",NA,13,2131,"L","Previously tag #413",24,764,11
"755",755,"Caffey Hill",54.5718100561263,-103.945550877361,193,"L","Part of top gone.",13,193,"L","Scar at base",13,765,0
"756",756,"Caffey Hill",-69.3795635040284,-48.7597802291036,201,"L",NA,13,201,"L",NA,19,766,6
"757",757,"Caffey Hill",370.370193977964,152.961786566437,253,"L",NA,13,253,"L",NA,24,767,11
"758",758,"Caffey Hill",328.349070279583,268.468908802392,436,"L",NA,13,436,"L",NA,26,768,13
"759",759,"Caffey Hill",49.7236514592934,-107.122212848478,197,"L",NA,13,197,"L",NA,17,769,4
"760",760,"Caffey Hill",42.3440804636109,-110.890346061735,428,"L",NA,13,428,"L",NA,17,770,4
"761",761,"Caffey Hill",527.597999961044,183.980578485437,295,"L",NA,13,295,"L",NA,18,771,5
"762",762,"Caffey Hill",24.9681762373518,59.6881912557295,243,"L",NA,13,243,"L",NA,22,772,9
"763",763,"Caffey Hill",148.339637498675,255.685379257137,434,"L",NA,13,434,"L","Scar",25,773,12
"764",764,"Caffey Hill",93.8308545967572,-71.2222628511774,183,"L",NA,14,183,"L","Dead",17,774,3
"765",765,"Caffey Hill",585.5647906766,192.090643026457,484,"L","Forked base with tree #485.",14,484,"L","Same base as 485, base is scarred",20,775,6
"766",766,"Caffey Hill",55.0919188455606,173.671300098531,133,"L",NA,14,133,"L","Scar",21,776,7
"767",767,"Caffey Hill",269.590691695732,214.117170904281,418,"L",NA,14,418,"L",NA,22,777,8
"768",768,"Caffey Hill",71.6236772950219,211.385983271918,139,"L",NA,14,139,"L",NA,24,778,10
"769",769,"Caffey Hill",40.4512805791844,159.86151475419,138,"L",NA,14,138,"L",NA,18,779,4
"770",770,"Caffey Hill",111.611080707637,21.6946229115269,168,"L",NA,14,168,"L",NA,20,780,6
"771",771,"Caffey Hill",699.229110085968,158.05335363452,347,"L",NA,14,347,"D","Dead, no scars",15,781,1
"772",772,"Caffey Hill",298.338803562743,202.704770377923,305,"L",NA,14,2113,"L","Previously tag #305",20,782,6
"773",773,"Caffey Hill",-10.7409103976292,-88.7524244391673,441,"L",NA,14,441,"L",NA,20,783,6
"774",774,"Caffey Hill",772.687354878895,204.75893355472,371,"L","Rot due to possible fire scar inside.",14,371,"L",NA,22,784,8
"775",775,"Caffey Hill",90.6720829856398,231.367291048336,291,"L",NA,14,291,"L",NA,24,785,10
"776",776,"Caffey Hill",91.286181147553,235.442003877782,290,"L",NA,15,290,"D",NA,NA,786,NA
"777",777,"Caffey Hill",312.804285191998,199.890723371568,310,"L",NA,15,310,"D",NA,NA,787,NA
"778",778,"Caffey Hill",55.0737605406833,-99.3571381426995,198,"L",NA,15,198,"L","Scarring; remeasure confirms DBH",16,788,1
"779",779,"Caffey Hill",711.288475368522,198.861389952047,351,"L",NA,15,351,"L",NA,22,789,7
"780",780,"Caffey Hill",130.708886520734,234.736054662426,435,"L",NA,15,435,"L",NA,26,790,11
"781",781,"Caffey Hill",665.312525688248,132.274987602356,341,"L","4', overgrown fire scar, upslope.",15,341,"L","Scar",20,791,5
"782",782,"Caffey Hill",65.3764303394317,-43.2721891758833,188,"L",NA,15,188,"L","Half of crown dead",21,792,6
"783",783,"Caffey Hill",-62.3609495246244,47.6797858047542,148,"L","16EA-11",15,148,"L",NA,23,793,8
"784",784,"Caffey Hill",288.216166352678,204.726396356143,307,"L",NA,15,307,"D",NA,NA,794,NA
"785",785,"Caffey Hill",18.5932285283144,29.2981544281185,231,"L","flagged",16,231,"L","Scar",22,795,6
"786",786,"Caffey Hill",347.842887759831,244.771866939265,471,"L",NA,16,471,"L",NA,18,796,2
"787",787,"Caffey Hill",87.7218570311713,-114.322726520158,7,"L",NA,16,7,"L",NA,22,797,6
"788",788,"Caffey Hill",51.2423675517473,139.272322331796,251,"L","Core has internal fire scar.",16,251,"L","Damage?",22,798,6
"789",789,"Caffey Hill",751.798426123049,190.953981464988,355,"L",NA,16,355,"L","Scar high on bole",22,799,6
"790",790,"Caffey Hill",517.742103726717,196.578949911306,410,"L",NA,16,410,"L",NA,26,800,10
"791",791,"Caffey Hill",465.454943074922,92.7173755498527,328,"L",NA,16,328,"L",NA,26,801,10
"792",792,"Caffey Hill",657.522944113747,124.802455205758,339,"L",NA,16,339,"D","Dead",21,802,5
"793",793,"Caffey Hill",287.302253284513,157.765428286661,256,"L",NA,16,256,"L","Almost being overtopped by 257",21,803,5
"794",794,"Caffey Hill",508.467839810536,241.213162270759,83,"L",NA,16,83,"L","Scarring",22,804,6
"795",795,"Caffey Hill",667.531461645839,140.514797001582,342,"L",NA,17,342,"L",NA,20,805,3
"796",796,"Caffey Hill",283.175596207118,156.266409960566,258,"L",NA,17,258,"L","Sap bubbles, almost being overtopped by 257; took heights multiple times, no evidence of topkill",21,806,4
"797",797,"Caffey Hill",39.8186088660368,143.580912338561,245,"L",NA,17,245,"L",NA,24,807,7
"798",798,"Caffey Hill",5.69614364247252,72.3761973828711,209,"L",NA,17,209,"L",NA,24,808,7
"799",799,"Caffey Hill",753.773180577378,201.596615363513,358,"L",NA,17,358,"L","Leaning, pushed(?) by fallen hardwood; sap bubbles",22,809,5
"800",800,"Caffey Hill",114.713015170204,-87.7056677219919,179,"L","ROT",17,179,"L",NA,23,810,6
"801",801,"Caffey Hill",145.197708452426,-77.52925551148,181,"L",NA,17,181,"L",NA,24,811,7
"802",802,"Caffey Hill",56.4565240870496,-93.5903354412644,191,"L",NA,17,191,"D",NA,NA,812,NA
"803",803,"Caffey Hill",52.7477075552122,-100.046435956859,192,"L",NA,18,192,"L","Sap bubbles",21,813,3
"804",804,"Caffey Hill",84.0429860199981,152.243182116121,225,"L",NA,18,225,"L","Scar",24,814,6
"805",805,"Caffey Hill",326.359145748379,248.178822839764,473,"L",NA,18,473,"L",NA,26,815,8
"806",806,"Caffey Hill",682.599777835924,207.39535560555,393,"L",NA,18,393,"D",NA,NA,816,NA
"807",807,"Caffey Hill",681.215046973974,324.302638910531,489,"L",NA,18,489,"D","Dead",NA,817,NA
"808",808,"Caffey Hill",127.091026032489,-85.7249152930997,180,"L",NA,18,180,"L","Small scar to cambium ~ 2 m high and also at 6 m; lots of sap",22,818,4
"809",809,"Caffey Hill",43.4152638012983,-52.8552255606168,155,"L",NA,18,155,"L",NA,24,819,6
"810",810,"Caffey Hill",327.522809872631,234.432852928305,414,"L",NA,18,414,"L",NA,25,820,7
"811",811,"Caffey Hill",506.570137726065,161.597268836634,288,"L",NA,18,288,"L",NA,24,821,6
"812",812,"Caffey Hill",100.839843299696,-75.7135126862616,182,"L",NA,18,182,"L",NA,24,822,6
"813",813,"Caffey Hill",-16.0533336506904,48.828787397391,240,"L","16EA-7.",19,240,"L","Scaring",21,823,2
"814",814,"Caffey Hill",78.4190298689364,-73.3840292871334,186,"L","rotten: internal fire scar",19,186,"L","Large scar",26,824,7
"815",815,"Caffey Hill",292.383468946492,198.929781471997,304,"L",NA,19,304,"D",NA,NA,825,NA
"816",816,"Caffey Hill",285.298332729663,209.937294495715,416,"L",NA,19,416,"L","Scar",23,826,4
"817",817,"Caffey Hill",139.079630029882,-50.8966257305052,175,"L",NA,19,175,"L","Small scar, sap bubbles",24,827,5
"818",818,"Caffey Hill",496.762792056302,151.430471674651,279,"L",NA,19,279,"D","Dead, fallen",NA,828,NA
"819",819,"Caffey Hill",96.2094455851285,170.450659123491,273,"D","Dead, 4/99, wind @  10 feet.",19,273,"D",NA,NA,829,NA
"820",820,"Caffey Hill",779.123551004153,204.851922752657,401,"L",NA,20,401,"L",NA,28,830,8
"821",821,"Caffey Hill",213.695047180688,214.841411239796,419,"L",NA,20,419,"D",NA,NA,831,NA
"822",822,"Caffey Hill",724.715273694927,284.294977344433,497,"L","Heart rot.",20,497,"L",NA,24,832,4
"823",823,"Caffey Hill",648.010642191652,115.626096758011,340,"L",NA,20,340,"L",NA,27,833,7
"824",824,"Caffey Hill",65.8582663660643,-56.8479441251531,187,"L","16EA-12.",21,187,"L","Scar, dead branches; forked at approx 2/3",25,834,4
"825",825,"Caffey Hill",513.104100733149,239.530277449522,82,"L",NA,21,82,"L",NA,28,835,7
"826",826,"Caffey Hill",16.9940863401681,206.702590766209,116,"L",NA,21,116,"D",NA,NA,836,NA
"827",827,"Caffey Hill",-64.7474426190391,9.2156754659788,149,"L",NA,21,149,"D",NA,NA,837,NA
"828",828,"Caffey Hill",212.597635262702,238.45188178507,465,"L",NA,21,465,"D","Dead",NA,838,NA
"829",829,"Caffey Hill",656.146730712687,136.602459803822,337,"L",NA,22,337,"L",NA,23,839,1
"830",830,"Caffey Hill",-4.76798163456811,160.729295248665,130,"L",NA,22,130,"L",NA,29,840,7
"831",831,"Caffey Hill",36.2676002819151,-105.331007636836,200,"L",NA,22,200,"L",NA,25,841,3
"832",832,"Caffey Hill",68.0442994885734,-101.261904520453,194,"L",NA,22,194,"L","Large hole/scar",29,842,7
"833",833,"Caffey Hill",-25.819340575304,25.3732467819249,214,"L",NA,22,214,"L",NA,26,843,4
"834",834,"Caffey Hill",594.815648226833,189.834180353122,407,"L",NA,22,407,"L",NA,29,844,7
"835",835,"Caffey Hill",508.831650880364,200.529966486346,477,"L",NA,23,477,"L",NA,27,845,4
"836",836,"Caffey Hill",49.8260978298801,-92.5384783484536,190,"L",NA,23,190,"L",NA,27,846,4
"837",837,"Caffey Hill",755.572681328838,223.018803812969,367,"L",NA,23,367,"L",NA,31,847,8
"838",838,"Caffey Hill",58.2064622229553,94.9840394776284,237,"L",NA,23,237,"L","Scar",27,848,4
"839",839,"Caffey Hill",146.947520621021,-32.040383632764,174,"L",NA,23,174,"L","Scorch",30,849,7
"840",840,"Caffey Hill",32.8596961936505,-81.7425860005725,189,"L",NA,23,189,"L","Scar",31,850,8
"841",841,"Caffey Hill",34.1596925807005,179.070950750791,118,"L",NA,23,118,"L",NA,30,851,7
"842",842,"Caffey Hill",10.1723075168929,-118.664797474996,430,"L",NA,23,430,"L","Scar; doubly forked crown at approx 1/2",27,852,4
"843",843,"Caffey Hill",86.827901448717,-82.9754513697388,184,"L",NA,23,184,"L","Sap bubbles",28,853,5
"844",844,"Caffey Hill",577.10076529756,171.190031624595,292,"L","2' x 3"" fire scar, upslope.",23,292,"L","Scar",28,854,5
"845",845,"Caffey Hill",502.283281248825,282.109982334629,51,"L",NA,23,51,"L",NA,29,855,6
"846",846,"Caffey Hill",-70.1943024631602,-58.0686654032137,104,"L",NA,23,104,"L",NA,31,856,8
"847",847,"Caffey Hill",43.4145345626067,31.7744895901135,165,"L","16EA-13.",24,165,"L",NA,30,857,6
"848",848,"Caffey Hill",450.037494372235,104.988787222854,327,"L",NA,24,327,"L",NA,33,858,9
"849",849,"Caffey Hill",62.4277469783888,88.4967028041286,212,"L","High scar on uphill side.",24,212,"L","Wide scar ~ 7m high",26,859,2
"850",850,"Caffey Hill",704.049757651065,238.655529407014,396,"L",NA,24,396,"L","Scarring",27,860,3
"851",851,"Caffey Hill",410.553341719374,232.9216644474,476,"L",NA,24,476,"L",NA,32,861,8
"852",852,"Caffey Hill",369.362869025181,182.700745919193,315,"L",NA,24,315,"L",NA,26,862,2
"853",853,"Caffey Hill",729.130051055887,331.29627457824,404,"L",NA,24,404,"L",NA,28,863,4
"854",854,"Caffey Hill",98.6717045738112,57.8900225988773,166,"L",NA,24,166,"L","Damage (deep large scar)",31,864,7
"855",855,"Caffey Hill",481.994814573696,186.147692212296,479,"L","16EB-5",25,479,"L","Sap bubbles",31,865,6
"856",856,"Caffey Hill",708.086003117702,222.337330054548,399,"L","Overgrown wound on N. side.",25,399,"L",NA,28,866,3
"857",857,"Caffey Hill",480.384231533873,144.508782487509,320,"L",NA,25,320,"L",NA,29,867,4
"858",858,"Caffey Hill",36.8308637332332,208.877709381983,111,"L",NA,25,111,"D",NA,NA,868,NA
"859",859,"Caffey Hill",-17.0675635726396,177.280309887178,113,"L","need CORE",25,113,"D",NA,NA,869,NA
"860",860,"Caffey Hill",670.056705007977,153.271677013447,343,"L",NA,26,343,"L",NA,29,870,3
"861",861,"Caffey Hill",746.71979565561,270.577054244321,499,"L","16EB-13",26,499,"D",NA,NA,871,NA
"862",862,"Caffey Hill",665.990791491133,165.758671425897,345,"L","16EB-9",27,345,"L","Forked trunk/crown at approx 1/3",29,872,2
"863",863,"Caffey Hill",681.824430389835,150.761880018077,344,"L","5' overgrown scar 6' up tree, upslope.",27,344,"L",NA,30,873,3
"864",864,"Caffey Hill",7.00244601939896,-49.2042249176369,153,"L","16EA-10.",27,153,"L","Buttswell",30,874,3
"865",865,"Caffey Hill",-0.497108567178862,14.9917605061059,208,"L","16EA-8.",28,208,"L",NA,31,875,3
"866",866,"Caffey Hill",88.9605114906624,74.9113969654799,164,"L",NA,28,164,"L",NA,32,876,4
"867",867,"Caffey Hill",479.917320304929,108.866106585047,329,"L",NA,28,329,"L","Sap bubbles",33,877,5
"868",868,"Caffey Hill",53.6880240588096,32.3865106589253,161,"L",NA,28,161,"L",NA,36,878,8
"869",869,"Caffey Hill",55.206025931506,5.70479630222552,159,"L","16EA-6.",28,159,"L","Dead",29,879,1
"870",870,"Caffey Hill",490.660194773238,148.841312187377,322,"L",NA,28,322,"L","Scarring",33,880,5
"871",871,"Caffey Hill",100.803815256539,24.7594593988947,167,"L","16EA-14.",29,167,"L","Scar and sap bubbles",32,881,3
"872",872,"Caffey Hill",26.2827863202226,-119.544866653677,429,"L",NA,29,429,"L",NA,34,882,5
"873",873,"Caffey Hill",696.234975135471,201.03315520943,349,"L",NA,29,349,"L","Scar",34,883,5
"874",874,"Caffey Hill",285.17887384712,158.649317286965,257,"L",NA,29,257,"L","Lots of heavily chared scaring",35,884,6
"875",875,"Caffey Hill",-12.9320604451159,53.4580378675075,233,"L","16EA-2",30,233,"L","Large scar ~ 8 m high",34,885,4
"876",876,"Caffey Hill",482.426910783339,140.957223743299,321,"L","16EB-7",30,321,"L","Large scar; kind of under 320",32,886,2
"877",877,"Caffey Hill",701.372254575881,295.368604527159,406,"L","16EB-14",30,406,"L",NA,35,887,5
"878",878,"Caffey Hill",712.001937623734,261.358451972443,494,"L",NA,31,494,"L",NA,32,888,1
"879",879,"Caffey Hill",357.274774923906,184.707595629325,314,"L","16EB-3",31,314,"L",NA,32,889,1
"880",880,"Caffey Hill",98.9424214692925,183.755509397114,298,"L",NA,31,298,"L",NA,36,890,5
"881",881,"Caffey Hill",752.072213461926,330.264947645915,492,"L",NA,31,492,"L",NA,37,891,6
"882",882,"Caffey Hill",334.793346844447,174.539010734933,313,"L",NA,32,313,"L","Scar",34,892,2
"883",883,"Caffey Hill",20.3156393841367,99.8543178656472,227,"L",NA,32,227,"L",NA,36,893,4
"884",884,"Caffey Hill",723.456495528075,368.716641274735,490,"L",NA,32,490,"L","Large scar",36,894,4
"885",885,"Caffey Hill",693.795823516015,204.964146394174,348,"L",NA,32,348,"L",NA,36,895,4
"886",886,"Caffey Hill",702.368978246474,264.15383305105,496,"L","Fire scar, 2/3 of circumference, 10 ft. up from base.",32,496,"D",NA,NA,896,NA
"887",887,"Caffey Hill",124.964141712491,-66.1658770520003,178,"L",NA,32,178,"L",NA,36,897,4
"888",888,"Caffey Hill",117.118224236368,-61.7501542647453,177,"L",NA,32,177,"L",NA,37,898,5
"889",889,"Caffey Hill",736.985444119638,355.90891997244,491,"L","Not sanded",33,491,"L","Scar",36,899,3
"890",890,"Caffey Hill",523.588912486135,156.015019417545,281,"L","16EB-8",33,281,"D",NA,NA,900,NA
"891",891,"Caffey Hill",168.223881189972,159.322755713195,277,"L","HEART ROT,39 rings counted",33,277,"L","large deep scar, lots of beetle holes",36,901,3
"892",892,"Caffey Hill",708.032440486063,307.276659819274,403,"L","16EB-15",33,2284,"L","Previously tag #403; large scar, pics 0197-98",37,902,4
"893",893,"Caffey Hill",327.421956714542,202.363502859004,312,"L",NA,33,312,"L","Scar",37,903,4
"894",894,"Caffey Hill",76.8277507444034,75.7621720620246,163,"L","High scar on uphill side. Very tasty pine cones.",33,163,"L","Scar",36,904,3
"895",895,"Caffey Hill",-25.2967510866684,-55.507426390161,152,"L","Dead top.",33,152,"D",NA,NA,905,NA
"896",896,"Caffey Hill",558.768822403323,308.539632447721,59,"L",NA,34,59,"L","Scar",38,906,4
"897",897,"Caffey Hill",69.1408968353146,21.1382682547172,160,"L",NA,34,160,"L",NA,36,907,2
"898",898,"Caffey Hill",755.52957127515,275.594990535959,500,"L","Heart rot.",34,500,"L",NA,36,908,2
"899",899,"Caffey Hill",20.9161538186162,50.0015450704874,242,"L","16EA-3.",34,242,"L","Sap bubbles",38,909,4
"900",900,"Caffey Hill",-15.5347755745597,-19.4597211657326,205,"L","Rotten-2 cores taken.",34,205,"D",NA,NA,910,NA
"901",901,"Caffey Hill",2.54019396470702,51.9379188514679,224,"L",NA,35,224,"L","Scar",38,911,3
"902",902,"Caffey Hill",742.786655623789,267.600546245337,498,"L","16EB-11",35,498,"D",NA,NA,912,NA
"903",903,"Caffey Hill",88.9609108979131,-66.5519821809505,176,"L",NA,35,176,"L","Damage?; Forked at approx 1/2",38,913,3
"904",904,"Caffey Hill",680.065287623935,240.829028459089,495,"L",NA,35,495,"L",NA,40,914,5
"905",905,"Caffey Hill",803.192959396498,215.992136734602,402,"L","Fire wound 2' to 4'. Heart rot. 2 cores taken.",35,402,"D",NA,NA,915,NA
"906",906,"Caffey Hill",20.5450512170907,-12.7883099151968,157,"L","16EA-5",36,157,"L",NA,38,916,2
"907",907,"Caffey Hill",719.075775246342,330.590898454563,405,"L",NA,36,405,"L",NA,40,917,4
"908",908,"Caffey Hill",-8.42408014948924,-14.1874900399958,206,"L","16EA-9.",36,206,"D",NA,NA,918,NA
"909",909,"Caffey Hill",119.001623624303,-143.339818525,98,"L",NA,36,98,"L",NA,39,919,3
"910",910,"Caffey Hill",99.9866924672556,167.065111047934,276,"L","HEART ROT, forked @ 12'",36,276,"L","multi-forked",40,920,4
"911",911,"Caffey Hill",-27.049120522806,-64.3458240987146,151,"L","Dead top.",36,151,"D",NA,NA,921,NA
"912",912,"Caffey Hill",19.6708726354657,-63.9426834732426,154,"L","Dead top.",37,154,"L","Scar",40,922,3
"913",913,"Caffey Hill",59.749172219458,53.0475863644101,162,"L",NA,38,162,"L","Dead, scar",40,923,2
"914",914,"Caffey Hill",28.1587283083272,-1.525129521651,158,"L","dead terminal",38,158,"L","Dead branches, scarring",40,924,2
"915",915,"Caffey Hill",703.817381376034,229.812193768796,397,"L",NA,38,397,"L",NA,41,925,3
"916",916,"Caffey Hill",705.593890486581,185.84089861294,353,"L","Dead top. Forked top. 2 basal fire scars up to fork.",38,353,"D",NA,NA,926,NA
"917",917,"Caffey Hill",174.913633029431,166.702594197892,255,"L",NA,38,255,NA,NA,NA,927,NA
"918",918,"Caffey Hill",400.024410953322,220.569412590401,475,"L","16EB-2",39,475,"L","Large scar, leaning upslope slightly",44,928,5
"919",919,"Caffey Hill",35.7435622391665,-28.6363014101827,156,"L",NA,39,156,"L","Top killed",42,929,3
"920",920,"Caffey Hill",17.6941962014927,59.7344575666598,236,"L",NA,39,236,"L","Scar",43,930,4
"921",921,"Caffey Hill",375.724442920371,245.781657746202,470,"L","16EB-1",40,470,"L","Heavy sapsucker damage",44,931,4
"922",922,"Caffey Hill",87.9302509881701,-17.7302273295467,170,"L",NA,40,170,"L","Scarring",43,932,3
"923",923,"Caffey Hill",84.2436452497703,114.683469754934,219,"L","Stem scar. Core rotten possibly.",41,219,"L","Scaring",45,933,4
"924",924,"Caffey Hill",52.6895233801333,98.2652742629582,238,"L",NA,41,238,"L","Scar",48,934,7
"925",925,"Caffey Hill",-39.4390105648741,34.0437137466486,234,"L","16EA-1, gross underestimate.",41,234,"L","Scar",44,935,3
"926",926,"Caffey Hill",399.777041708996,201.044372098134,316,"L","16EB-4",41,316,"D",NA,44,936,3
"927",927,"Caffey Hill",575.344898622955,128.975129069478,331,"L","16EB-6",42,331,"D","Dead, crushed 332 and 333",45,937,3
"928",928,"Caffey Hill",663.82493291096,177.404690482122,346,"L","16EB-10",42,346,"L","Leaning along slope contour",44,938,2
"929",929,"Caffey Hill",90.0833858661307,8.67372992972516,169,"L","16EA-15",43,169,"L","Root damage?, scar",44,939,1
"930",930,"Caffey Hill",-24.9359995757545,1.78771506621469,207,"L","16EA-4.",47,207,"L","Scarring; forked at 1/2",49,940,2
"931",931,"Caffey Hill",69.0202772667183,-8.96444789294497,171,"L",NA,49,171,"L","Lots of dead branches",52,941,3
"932",932,"Caffey Hill",708.851147228705,211.413486419067,352,"D","Dead in 1998.",50,352,"D",NA,NA,942,NA
"933",933,"Caffey Hill",258.602486482767,185.234940997474,301,"L",NA,51,301,"L","Buttswell",56,943,5
"934",934,"Caffey Hill",620.710147956945,150.892918463462,334,"L","Upslope large fire scar. Could have heart rot.",52,334,"D",NA,NA,944,NA
"935",935,"Caffey Hill",246.203424871146,217.408854085671,417,"D","Heart rot. Upslope large fire scar, DEAD, S1",55,417,"D",NA,NA,945,NA
"936",936,"Caffey Hill",551.42740025321,176.299741271799,286,NA,NA,NA,286,"L",NA,19,946,NA
"937",937,"Caffey Hill",718.657104490438,244.494744557717,NA,NA,NA,NA,2275,"L","Deep scar to 2.5ft",2,947,NA
"938",938,"Caffey Hill",602.203289477603,191.685490103213,NA,NA,NA,NA,2249,"L",NA,3,948,NA
"939",939,"Caffey Hill",602.751616175146,285.173977918878,NA,NA,NA,NA,2304,"L",NA,3,949,NA
"940",940,"Caffey Hill",479.129597138094,126.321782994433,NA,NA,NA,NA,2189,"L","Scar",3,950,NA
"941",941,"Caffey Hill",-71.1738017770395,-50.206572683292,NA,NA,NA,NA,2017,"L",NA,3,951,NA
"942",942,"Caffey Hill",-67.9581822968991,-25.5430119387168,NA,NA,NA,NA,2024,"L","Major deer rub",3,952,NA
"943",943,"Caffey Hill",125.361399746051,156.476098665933,NA,NA,NA,NA,2067,"L","Growing into blackjack oak & #2066",3,953,NA
"944",944,"Caffey Hill",125.015641303735,153.283819855247,NA,NA,NA,NA,2068,"L",NA,3,954,NA
"945",945,"Caffey Hill",709.941208722325,186.168625383465,NA,NA,NA,NA,2270,"L","Leaning upslope into blackjack oak; deep scar to 3ft w/ beetle holes",3,955,NA
"946",946,"Caffey Hill",340.330344112693,152.803481973756,NA,NA,NA,NA,2120,"L",NA,3,956,NA
"947",947,"Caffey Hill",412.583030590355,213.2037359212,NA,NA,NA,NA,2130,"L",NA,3,957,NA
"948",948,"Caffey Hill",517.131842095666,234.58724219028,NA,NA,NA,NA,2184,"L",NA,3,958,NA
